fiscal_year,age_group,sex,avg,med,q1,q3
2001,35,F,3.3333333333333335,2,1,5
2001,36,F,3.8,4,1,5
2001,36,M,3.5,3.5,3.25,3.75
2001,37,F,0.6666666666666666,1,0.5,1
2001,37,M,2.2222222222222223,2,1,2
2001,38,F,2,2,2,2
2001,38,M,2.5,2.5,1.75,3.25
2001,39,F,1.6666666666666667,1.5,0.25,2
2001,39,M,4,4,4,4
2001,40,F,2,1,0,3
2001,40,M,3,3,3,3
2001,41,F,3,2.5,1.25,3.75
2001,42,F,3.25,3,1,5
2001,42,M,1,1,1,1
2001,43,F,3.3333333333333335,4,2.5,4
2001,44,F,4,4,1,5
2001,44,M,3,3,3,3
2001,45,F,3.875,4,1.75,5.5
2001,45,M,1.5,1.5,1.25,1.75
2001,46,F,3.1666666666666665,3,2.25,3
2001,47,F,5.5,5.5,4.25,6.75
2001,47,M,2,2,2,2
2001,48,F,2.3333333333333335,1,1,3
2001,48,M,1.5,1.5,0.75,2.25
2001,49,F,3.75,3.5,1.75,5.5
2001,49,M,1,1,1,1
2001,50,F,4.571428571428571,2,1.5,7
2001,50,M,4.5,4.5,3.75,5.25
2001,51,F,3.6666666666666665,3,1,5
2001,51,M,4,4,3,5
2001,52,F,2.8666666666666667,2,1,4.5
2001,52,M,4,4,3.5,4.5
2001,53,F,2.6363636363636362,2,2,3
2001,54,F,6.5,7,3,9.5
2001,55,M,4,4,4,4
2001,56,F,5.333333333333333,3,2,7.5
2001,56,M,3,3,3,3
2001,57,F,8,8,5.5,10.5
2001,57,M,3,3,3,3
2001,58,F,6.5,6.5,5.75,7.25
2001,58,M,13,13,13,13
2001,59,F,4.333333333333333,3,2,6
2001,59,M,4.666666666666667,1,1,6.5
2001,60,F,3.3333333333333335,2.5,2,5.25
2001,61,F,7.5,7.5,6.75,8.25
2001,61,M,1,1,1,1
2001,62,F,5.6,3,3,7
2001,62,M,3.5,2,1.75,3.75
2001,63,F,1,1,1,1
2001,63,M,1,1,1,1
2001,64,F,4.6,4,2,7
2001,64,M,2,2,2,2
2001,65,F,10.714285714285714,8,6,11
2001,65,M,5.25,5,3.5,6.75
2001,66,F,4.333333333333333,3,3,5
